,rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
8564,136638300,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Rural,4.0,,0.85755545,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
8565,136879320,D (Online Security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,4.0,,1.0917238,D. Lack of discipline from parents,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8566,135323280,D (Online Security),Male,Less than 12 months,No,No,Rent it,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,4.0,,1.0593182,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
8567,136632020,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,Yes,Rent it,Single,45-54,White,Apprenticeship or A/AS level,Rural,4.0,,1.6844112,,,,,,,Not very worried,Not very worried,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
8568,136707210,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Urban,3.0,,1.0482098,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8569,135421050,A (Experiences of the police),Male,20 years or longer,,Yes,Pay part rent and part mortgage (shared ownership),Single,55-64,White,Degree or diploma,Urban,4.0,,0.6108779,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,-1.0017428
8570,136292180,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Single,35-44,White,None,Urban,1.0,,0.72573066,,,,,,,,,,,,,Victim of crime,Fairly common,Not at all common,Not very common,
8571,136942200,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,5.0,,0.5062024,E. Drugs,A bit unsafe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
8572,136803070,C (Crime prevention and security),Male,5 years but less than 10 years,No,Yes,Rent it,Married/Civil Partnered,35-44,Chinese or Other,Degree or diploma,Urban,5.0,,1.1452237,,,,,Not very worried,Fairly worried,,,Not at all worried,Not very worried,Not very worried,0.08217059,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8573,136154280,D (Online Security),Female,10 years but less than 20 years,,No,Rent it,Single,35-44,White,Apprenticeship or A/AS level,Urban,1.0,,0.71520656,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8574,136687230,C (Crime prevention and security),Female,2 years but less than 3 years,,Yes,Rent it,Separate,35-44,Asian or Asian British,Apprenticeship or A/AS level,Urban,3.0,,1.1951798,,,,,Fairly worried,Fairly worried,,,Very worried,Not very worried,Not very worried,1.1430068,Victim of crime,Not very common,Not very common,Not very common,
8575,136775230,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Other,Rural,3.0,,1.4602002,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.131902,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8576,136058300,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,3.0,,0.53216666,,,,,,,Not very worried,Not very worried,,,,,Victim of crime,Not very common,Not very common,Not very common,
8577,136374180,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,4.0,,0.9711472,,,,,,,Not at all worried,Not very worried,,,,,Victim of crime,Not very common,Not very common,Not very common,
8578,135630260,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,4.0,,1.0933144,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8579,147594120,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,5.0,,1.6723114,A. Too lenient sentencing,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
8580,137115150,C (Crime prevention and security),Male,2 years but less than 3 years,,No,Rent it,Divorced,55-64,White,None,Urban,1.0,,0.58077794,,,,,Very worried,Very worried,,,Not at all worried,Fairly worried,Fairly worried,1.5010453,Victim of crime,Not very common,Not very common,Not very common,
8581,147278120,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,4.0,,1.3336341,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8582,136672030,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,3.0,,0.58900696,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.131902,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8583,136548170,A (Experiences of the police),Male,Less than 12 months,No,No,Rent it,Cohabiting,16-24,White,Apprenticeship or A/AS level,Urban,2.0,,1.7257507,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.95665014
8584,136353260,B (Attitudes to the CJS),Female,3 years but less than 5 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,4.0,,0.5182564,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8585,136493280,D (Online Security),Female,3 years but less than 5 years,,No,Rent it,Divorced,65-74,White,None,Urban,3.0,,0.5649444,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8586,147320110,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Degree or diploma,Urban,5.0,,0.6327865,,,,,Fairly worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.2575738,Not a victim of crime,Not very common,Not very common,Not very common,
8587,147447260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Degree or diploma,Urban,5.0,,0.28402752,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8588,147393060,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3.0,,1.118167,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
8589,137046100,B (Attitudes to the CJS),Female,3 years but less than 5 years,,No,Rent it,Single,25-34,White,O level/GCSE,Urban,3.0,,0.5514869,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not very common,
8590,147259140,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Rent it,Married/Civil Partnered,35-44,Asian or Asian British,O level/GCSE,Urban,2.0,,1.380321,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8591,136416240,D (Online Security),Male,12 months but less than 2 years,No,Yes,Rent it,Single,25-34,Mixed,Degree or diploma,Urban,1.0,,0.7974676,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
8592,147504180,B (Attitudes to the CJS),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Asian or Asian British,Degree or diploma,Urban,4.0,,0.7492989,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8593,147316210,A (Experiences of the police),Male,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,4.0,,1.1812153,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.0017428
8594,136857300,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,Asian or Asian British,None,Urban,2.0,,1.1542865,,,,,,,Very worried,Very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8595,147414180,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,5.0,,1.2608819,,,,,,,Very worried,Very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8596,135482130,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,,4.0,0.5253795,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,0.012643457
8597,136472100,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Own it outright,Single,35-44,White,Degree or diploma,Rural,3.0,,0.54822636,,,,,,,Not at all worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8598,136351300,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,5.0,,1.1658615,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8599,136760030,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Rent it,Separate,35-44,White,Degree or diploma,Urban,5.0,,0.71296936,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not very common,Not very common,Not very common,
8600,136848240,D (Online Security),Female,2 years but less than 3 years,,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,1.0,,3.310793,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8601,147398030,C (Crime prevention and security),Male,20 years or longer,,Yes,Rent it,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,4.0,,1.31117,,,,,Fairly worried,Fairly worried,,,Not very worried,Not very worried,Not very worried,0.6068759,Not a victim of crime,Not very common,Not very common,Not very common,
8602,136757300,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3.0,,1.1729473,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8603,136535230,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,4.0,,0.5483082,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.24614827,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8604,136447260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Degree or diploma,Urban,4.0,,0.5508558,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8605,147264100,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,3.0,,1.2393827,,,,,,,Very worried,Very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
8606,136615220,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,5.0,,0.6389002,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8607,147244270,C (Crime prevention and security),Male,10 years but less than 20 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,Asian or Asian British,O level/GCSE,Urban,2.0,,3.0193415,,,,,Fairly worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.2575738,Victim of crime,Not very common,Not very common,Not very common,
8608,147460300,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,4.0,,2.3565428,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8609,147320050,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5.0,,2.3672886,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.46707222
8610,136594180,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5.0,,1.1066644,,,,,,,Not at all worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8611,147354130,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Divorced,35-44,White,Degree or diploma,Urban,5.0,,0.3454392,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.5008113
8612,136149290,A (Experiences of the police),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2.0,,1.3834844,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,0.5518848
8613,147586110,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Divorced,65-74,White,None,Urban,2.0,,0.5852984,,,,,Fairly worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.2575738,Not a victim of crime,Not at all common,Not at all common,Not at all common,
